Id,Facility__c,Name,Room_Type__c,Status__c,GPBUDVM_Demo_Record__c,GPBUDVM_External_Id__c,Hand_Crafted_for_Demo_Scenario__c,Record_Type_Name__c,Facility__r.Name
a031700000FTB58AAH,a0017000006xUxDAAU,BOZ-2-024,Closet,Unknown,true,a031700000FTB58AAH,true,Room,BOZ
a031700000FTB59AAH,a0017000006xUxDAAU,BOZ-2-025,Conference Room,Unknown,true,a031700000FTB59AAH,true,Room,BOZ
a031700000FTB5AAAX,a0017000006xUxDAAU,BOZ-2-026,Communal Space,Clean,true,a031700000FTB5AAAX,true,Room,BOZ
a031700000FTB5BAAX,a0017000006xUxDAAU,BOZ-2-027,Lavatory,Unknown,true,a031700000FTB5BAAX,true,Room,BOZ
a031700000FTB5CAAX,a0017000006xUxDAAU,BOZ-2-028,Conference Room,Clean,true,a031700000FTB5CAAX,true,Room,BOZ
a031700000FTB5DAAX,a0017000006xUxDAAU,BOZ-2-029,Conference Room,Clean,true,a031700000FTB5DAAX,true,Room,BOZ
a031700000FTB5EAAX,a0017000006xUxDAAU,BOZ-2-030,Cubicle,Unknown,true,a031700000FTB5EAAX,true,Room,BOZ
a031700000FTB5FAAX,a0017000006xUxDAAU,BOZ-2-031,Cubicle,Unknown,true,a031700000FTB5FAAX,true,Room,BOZ
a031700000FTB5GAAX,a0017000006xUxDAAU,BOZ-2-032,Cubicle,Unknown,true,a031700000FTB5GAAX,true,Room,BOZ
a031700000FTB5HAAX,a0017000006xUxDAAU,BOZ-2-033,Conference Room,Clean,true,a031700000FTB5HAAX,true,Room,BOZ
a031700000FTB5IAAX,a0017000006xUxDAAU,BOZ-2-034,Cubicle,Unknown,true,a031700000FTB5IAAX,true,Room,BOZ
a031700000FTB5JAAX,a0017000006xUxDAAU,BOZ-2-035,Kitchen,Clean,true,a031700000FTB5JAAX,true,Room,BOZ
a031700000FTB5KAAX,a0017000006xUxDAAU,BOZ-2-036,Closet,Clean,true,a031700000FTB5KAAX,true,Room,BOZ
a031700000FTB5LAAX,a0017000006xUxDAAU,BOZ-2-037,Cubicle,Clean,true,a031700000FTB5LAAX,true,Room,BOZ
a031700000FTB5MAAX,a0017000006xUxDAAU,BOZ-2-038,Closet,Unknown,true,a031700000FTB5MAAX,true,Room,BOZ
a031700000FTB5NAAX,a0017000006xUxDAAU,BOZ-2-039,Lavatory,Unknown,true,a031700000FTB5NAAX,true,Room,BOZ
a031700000FTB5OAAX,a0017000006xUxDAAU,BOZ-2-040,Cubicle,Unknown,true,a031700000FTB5OAAX,true,Room,BOZ
a031700000FTB5PAAX,a0017000006xUxDAAU,BOZ-2-041,Conference Room,Unknown,true,a031700000FTB5PAAX,true,Room,BOZ
a031700000FTB5QAAX,a0017000006xUxDAAU,BOZ-2-042,Conference Room,Unknown,true,a031700000FTB5QAAX,true,Room,BOZ
a031700000FTB5RAAX,a0017000006xUxDAAU,BOZ-2-043,Cubicle,Unknown,true,a031700000FTB5RAAX,true,Room,BOZ
a031700000FTB5SAAX,a0017000006xUxDAAU,BOZ-2-044,Lavatory,Clean,true,a031700000FTB5SAAX,true,Room,BOZ
a031700000FTB5TAAX,a0017000006xUxDAAU,BOZ-2-045,Personal Office,Unknown,true,a031700000FTB5TAAX,true,Room,BOZ
a031700000FTB5UAAX,a0017000006xUxDAAU,BOZ-2-046,Cubicle,Clean,true,a031700000FTB5UAAX,true,Room,BOZ
a031700000FTB5VAAX,a0017000006xUxDAAU,BOZ-2-047,Cubicle,Clean,true,a031700000FTB5VAAX,true,Room,BOZ
a031700000FTB5WAAX,a0017000006xUxDAAU,BOZ-2-048,Conference Room,Clean,true,a031700000FTB5WAAX,true,Room,BOZ
a031700000FTB5XAAX,a0017000006xUxDAAU,BOZ-2-049,Cubicle,Unknown,true,a031700000FTB5XAAX,true,Room,BOZ
a031700000FTB5YAAX,a0017000006xUxDAAU,BOZ-2-050,Personal Office,Clean,true,a031700000FTB5YAAX,true,Room,BOZ
a031700000FTB5ZAAX,a0017000006xUxDAAU,BOZ-2-051,Cubicle,Clean,true,a031700000FTB5ZAAX,true,Room,BOZ
a031700000FTB5aAAH,a0017000006xUxDAAU,BOZ-2-052,Cubicle,Clean,true,a031700000FTB5aAAH,true,Room,BOZ
a031700000FTB5bAAH,a0017000006xUxDAAU,BOZ-2-053,Cubicle,Unknown,true,a031700000FTB5bAAH,true,Room,BOZ
a031700000FTB5cAAH,a0017000006xUxDAAU,BOZ-2-054,Closet,Unknown,true,a031700000FTB5cAAH,true,Room,BOZ
a031700000FTB5dAAH,a0017000006xUxDAAU,BOZ-2-055,Cubicle,Unknown,true,a031700000FTB5dAAH,true,Room,BOZ
a031700000FTB5eAAH,a0017000006xUxDAAU,BOZ-2-056,Communal Space,Unknown,true,a031700000FTB5eAAH,true,Room,BOZ
a031700000FTB5fAAH,a0017000006xUxDAAU,BOZ-2-057,Conference Room,Clean,true,a031700000FTB5fAAH,true,Room,BOZ
a031700000FTB5gAAH,a0017000006xUxDAAU,BOZ-2-058,Cubicle,Unknown,true,a031700000FTB5gAAH,true,Room,BOZ
a031700000FTB5hAAH,a0017000006xUxDAAU,BOZ-2-059,Cubicle,Unknown,true,a031700000FTB5hAAH,true,Room,BOZ
a031700000FTB5iAAH,a0017000006xUxDAAU,BOZ-2-060,Conference Room,Clean,true,a031700000FTB5iAAH,true,Room,BOZ
a031700000FTB5jAAH,a0017000006xUxDAAU,BOZ-2-061,Personal Office,Clean,true,a031700000FTB5jAAH,true,Room,BOZ
a031700000FTB5kAAH,a0017000006xUxDAAU,BOZ-2-062,Cubicle,Unknown,true,a031700000FTB5kAAH,true,Room,BOZ
a031700000FTB5lAAH,a0017000006xUxDAAU,BOZ-2-063,Conference Room,Unknown,true,a031700000FTB5lAAH,true,Room,BOZ
a031700000FTB5mAAH,a0017000006xUxDAAU,BOZ-2-064,Communal Space,Clean,true,a031700000FTB5mAAH,true,Room,BOZ
a031700000FTB5nAAH,a0017000006xUxDAAU,BOZ-2-065,Cubicle,Unknown,true,a031700000FTB5nAAH,true,Room,BOZ
a031700000FTB5oAAH,a0017000006xUxDAAU,BOZ-2-066,Personal Office,Unknown,true,a031700000FTB5oAAH,true,Room,BOZ
a031700000FTB5pAAH,a0017000006xUxDAAU,BOZ-2-067,Cubicle,Unknown,true,a031700000FTB5pAAH,true,Room,BOZ
a031700000FTB5qAAH,a0017000006xUxDAAU,BOZ-2-068,Personal Office,Unknown,true,a031700000FTB5qAAH,true,Room,BOZ
a031700000FTB5rAAH,a0017000006xUxDAAU,BOZ-2-069,Cubicle,Unknown,true,a031700000FTB5rAAH,true,Room,BOZ
a031700000FTB5sAAH,a0017000006xUxDAAU,BOZ-2-070,Conference Room,Clean,true,a031700000FTB5sAAH,true,Room,BOZ
a031700000FTB5tAAH,a0017000006xUxDAAU,BOZ-2-071,Cubicle,Unknown,true,a031700000FTB5tAAH,true,Room,BOZ
a031700000FTB5uAAH,a0017000006xUxDAAU,BOZ-2-072,Cubicle,Clean,true,a031700000FTB5uAAH,true,Room,BOZ
a031700000FTB5vAAH,a0017000006xUxDAAU,BOZ-2-073,Cubicle,Unknown,true,a031700000FTB5vAAH,true,Room,BOZ
a031700000FTB5wAAH,a0017000006xUxDAAU,BOZ-2-074,Lavatory,Clean,true,a031700000FTB5wAAH,true,Room,BOZ
a031700000FTB5xAAH,a0017000006xUxDAAU,BOZ-2-075,Cubicle,Unknown,true,a031700000FTB5xAAH,true,Room,BOZ
a031700000FTB5yAAH,a0017000006xUxDAAU,BOZ-2-076,Cubicle,Unknown,true,a031700000FTB5yAAH,true,Room,BOZ
a031700000FTB5zAAH,a0017000006xUxDAAU,BOZ-2-077,Cubicle,Clean,true,a031700000FTB5zAAH,true,Room,BOZ
a031700000FTB60AAH,a0017000006xUxDAAU,BOZ-2-078,Cubicle,Clean,true,a031700000FTB60AAH,true,Room,BOZ
a031700000FTB61AAH,a0017000006xUxDAAU,BOZ-2-079,Kitchen,Unknown,true,a031700000FTB61AAH,true,Room,BOZ
a031700000FTB62AAH,a0017000006xUxDAAU,BOZ-2-080,Kitchen,Clean,true,a031700000FTB62AAH,true,Room,BOZ
a031700000FTB63AAH,a0017000006xUxDAAU,BOZ-3-001,Cubicle,Unknown,true,a031700000FTB63AAH,true,Room,BOZ
a031700000FTB64AAH,a0017000006xUxDAAU,BOZ-3-002,Conference Room,Clean,true,a031700000FTB64AAH,true,Room,BOZ
a031700000FTB65AAH,a0017000006xUxDAAU,BOZ-3-003,Communal Space,Clean,true,a031700000FTB65AAH,true,Room,BOZ
a031700000FTB66AAH,a0017000006xUxDAAU,BOZ-3-004,Conference Room,Clean,true,a031700000FTB66AAH,true,Room,BOZ
a031700000FTB67AAH,a0017000006xUxDAAU,BOZ-3-005,Cubicle,Clean,true,a031700000FTB67AAH,true,Room,BOZ
a031700000FTB68AAH,a0017000006xUxDAAU,BOZ-3-006,Personal Office,Clean,true,a031700000FTB68AAH,true,Room,BOZ
a031700000FTB69AAH,a0017000006xUxDAAU,BOZ-3-007,Conference Room,Unknown,true,a031700000FTB69AAH,true,Room,BOZ
a031700000FTB6AAAX,a0017000006xUxDAAU,BOZ-3-008,Conference Room,Clean,true,a031700000FTB6AAAX,true,Room,BOZ
a031700000FTB6BAAX,a0017000006xUxDAAU,BOZ-3-009,Cubicle,Clean,true,a031700000FTB6BAAX,true,Room,BOZ
a031700000FTB6CAAX,a0017000006xUxDAAU,BOZ-3-010,Conference Room,Clean,true,a031700000FTB6CAAX,true,Room,BOZ
a031700000FTB6DAAX,a0017000006xUxDAAU,BOZ-3-011,Communal Space,Unknown,true,a031700000FTB6DAAX,true,Room,BOZ
a031700000FTB6EAAX,a0017000006xUxDAAU,BOZ-3-012,Conference Room,Unknown,true,a031700000FTB6EAAX,true,Room,BOZ
a031700000FTB6FAAX,a0017000006xUxDAAU,BOZ-3-013,Conference Room,Clean,true,a031700000FTB6FAAX,true,Room,BOZ
a031700000FTB6GAAX,a0017000006xUxDAAU,BOZ-3-014,Closet,Unknown,true,a031700000FTB6GAAX,true,Room,BOZ
a031700000FTB6HAAX,a0017000006xUxDAAU,BOZ-3-015,Cubicle,Unknown,true,a031700000FTB6HAAX,true,Room,BOZ
a031700000FTB6IAAX,a0017000006xUxDAAU,BOZ-3-016,Personal Office,Clean,true,a031700000FTB6IAAX,true,Room,BOZ
a031700000FTB6JAAX,a0017000006xUxDAAU,BOZ-3-017,Conference Room,Clean,true,a031700000FTB6JAAX,true,Room,BOZ
a031700000FTB6KAAX,a0017000006xUxDAAU,BOZ-3-018,Conference Room,Clean,true,a031700000FTB6KAAX,true,Room,BOZ
a031700000FTB6LAAX,a0017000006xUxDAAU,BOZ-3-019,Personal Office,Clean,true,a031700000FTB6LAAX,true,Room,BOZ
a031700000FTB6MAAX,a0017000006xUxDAAU,BOZ-3-020,Conference Room,Clean,true,a031700000FTB6MAAX,true,Room,BOZ
a031700000FTB6NAAX,a0017000006xUxDAAU,BOZ-3-021,Cubicle,Clean,true,a031700000FTB6NAAX,true,Room,BOZ
a031700000FTB6OAAX,a0017000006xUxDAAU,BOZ-3-022,Cubicle,Unknown,true,a031700000FTB6OAAX,true,Room,BOZ
a031700000FTB6PAAX,a0017000006xUxDAAU,BOZ-3-023,Cubicle,Unknown,true,a031700000FTB6PAAX,true,Room,BOZ
a031700000FTB6QAAX,a0017000006xUxDAAU,BOZ-3-024,Personal Office,Clean,true,a031700000FTB6QAAX,true,Room,BOZ
a031700000FTB6RAAX,a0017000006xUxDAAU,BOZ-3-025,Conference Room,Unknown,true,a031700000FTB6RAAX,true,Room,BOZ
a031700000FTB6SAAX,a0017000006xUxDAAU,BOZ-3-026,Closet,Clean,true,a031700000FTB6SAAX,true,Room,BOZ
a031700000FTB6TAAX,a0017000006xUxDAAU,BOZ-3-027,Cubicle,Clean,true,a031700000FTB6TAAX,true,Room,BOZ
a031700000FTB6UAAX,a0017000006xUxDAAU,BOZ-3-028,Personal Office,Unknown,true,a031700000FTB6UAAX,true,Room,BOZ
a031700000FTB6VAAX,a0017000006xUxDAAU,BOZ-3-029,Communal Space,Unknown,true,a031700000FTB6VAAX,true,Room,BOZ
a031700000FTB6WAAX,a0017000006xUxDAAU,BOZ-3-030,Cubicle,Unknown,true,a031700000FTB6WAAX,true,Room,BOZ
a031700000FTB6XAAX,a0017000006xUxDAAU,BOZ-3-031,Cubicle,Clean,true,a031700000FTB6XAAX,true,Room,BOZ
a031700000FTB6YAAX,a0017000006xUxDAAU,BOZ-3-032,Conference Room,Clean,true,a031700000FTB6YAAX,true,Room,BOZ
a031700000FTB6ZAAX,a0017000006xUxDAAU,BOZ-3-033,Conference Room,Unknown,true,a031700000FTB6ZAAX,true,Room,BOZ
a031700000FTB6aAAH,a0017000006xUxDAAU,BOZ-3-034,Conference Room,Clean,true,a031700000FTB6aAAH,true,Room,BOZ
a031700000FTB6bAAH,a0017000006xUxDAAU,BOZ-3-035,Personal Office,Clean,true,a031700000FTB6bAAH,true,Room,BOZ
a031700000FTB6cAAH,a0017000006xUxDAAU,BOZ-3-036,Cubicle,Unknown,true,a031700000FTB6cAAH,true,Room,BOZ
a031700000FTB6dAAH,a0017000006xUxDAAU,BOZ-3-037,Conference Room,Unknown,true,a031700000FTB6dAAH,true,Room,BOZ
a031700000FTB6eAAH,a0017000006xUxDAAU,BOZ-3-038,Cubicle,Unknown,true,a031700000FTB6eAAH,true,Room,BOZ
a031700000FTB6fAAH,a0017000006xUxDAAU,BOZ-3-039,Personal Office,Unknown,true,a031700000FTB6fAAH,true,Room,BOZ
a031700000FTB6gAAH,a0017000006xUxDAAU,BOZ-3-040,Cubicle,Unknown,true,a031700000FTB6gAAH,true,Room,BOZ
a031700000FTB6hAAH,a0017000006xUxDAAU,BOZ-3-041,Cubicle,Unknown,true,a031700000FTB6hAAH,true,Room,BOZ
a031700000FTB6iAAH,a0017000006xUxDAAU,BOZ-3-042,Cubicle,Clean,true,a031700000FTB6iAAH,true,Room,BOZ
a031700000FTB6jAAH,a0017000006xUxDAAU,BOZ-3-043,Cubicle,Unknown,true,a031700000FTB6jAAH,true,Room,BOZ
a031700000FTB6kAAH,a0017000006xUxDAAU,BOZ-3-044,Cubicle,Unknown,true,a031700000FTB6kAAH,true,Room,BOZ
a031700000FTB6lAAH,a0017000006xUxDAAU,BOZ-3-045,Conference Room,Unknown,true,a031700000FTB6lAAH,true,Room,BOZ
a031700000FTB6mAAH,a0017000006xUxDAAU,BOZ-3-046,Cubicle,Clean,true,a031700000FTB6mAAH,true,Room,BOZ
a031700000FTB6nAAH,a0017000006xUxDAAU,BOZ-3-047,Cubicle,Clean,true,a031700000FTB6nAAH,true,Room,BOZ
a031700000FTB6oAAH,a0017000006xUxDAAU,BOZ-3-048,Cubicle,Unknown,true,a031700000FTB6oAAH,true,Room,BOZ
a031700000FTB6pAAH,a0017000006xUxDAAU,BOZ-3-049,Cubicle,Unknown,true,a031700000FTB6pAAH,true,Room,BOZ
a031700000FTB6qAAH,a0017000006xUxDAAU,BOZ-3-050,Personal Office,Clean,true,a031700000FTB6qAAH,true,Room,BOZ
a031700000FTB6rAAH,a0017000006xUxDAAU,BOZ-3-051,Kitchen,Clean,true,a031700000FTB6rAAH,true,Room,BOZ
a031700000FTB6sAAH,a0017000006xUxDAAU,BOZ-3-052,Personal Office,Unknown,true,a031700000FTB6sAAH,true,Room,BOZ
a031700000FTB6tAAH,a0017000006xUxDAAU,BOZ-3-053,Conference Room,Unknown,true,a031700000FTB6tAAH,true,Room,BOZ
a031700000FTB6uAAH,a0017000006xUxDAAU,BOZ-3-054,Cubicle,Clean,true,a031700000FTB6uAAH,true,Room,BOZ
a031700000FTB6vAAH,a0017000006xUxDAAU,BOZ-3-055,Cubicle,Clean,true,a031700000FTB6vAAH,true,Room,BOZ
a031700000FTB6wAAH,a0017000006xUxDAAU,BOZ-3-056,Cubicle,Unknown,true,a031700000FTB6wAAH,true,Room,BOZ
a031700000FTB6xAAH,a0017000006xUxDAAU,BOZ-3-057,Communal Space,Unknown,true,a031700000FTB6xAAH,true,Room,BOZ
a031700000FTB6yAAH,a0017000006xUxDAAU,BOZ-3-058,Conference Room,Clean,true,a031700000FTB6yAAH,true,Room,BOZ
a031700000FTB6zAAH,a0017000006xUxDAAU,BOZ-3-059,Kitchen,Unknown,true,a031700000FTB6zAAH,true,Room,BOZ
a031700000FTB70AAH,a0017000006xUxDAAU,BOZ-3-060,Cubicle,Clean,true,a031700000FTB70AAH,true,Room,BOZ
a031700000FTB71AAH,a0017000006xUxDAAU,BOZ-3-061,Closet,Clean,true,a031700000FTB71AAH,true,Room,BOZ
a031700000FTB72AAH,a0017000006xUxDAAU,BOZ-3-062,Cubicle,Clean,true,a031700000FTB72AAH,true,Room,BOZ
a031700000FTB73AAH,a0017000006xUxDAAU,BOZ-3-063,Communal Space,Unknown,true,a031700000FTB73AAH,true,Room,BOZ
a031700000FTB74AAH,a0017000006xUxDAAU,BOZ-3-064,Cubicle,Unknown,true,a031700000FTB74AAH,true,Room,BOZ
a031700000FTB75AAH,a0017000006xUxDAAU,BOZ-3-065,Personal Office,Unknown,true,a031700000FTB75AAH,true,Room,BOZ
a031700000FTB76AAH,a0017000006xUxDAAU,BOZ-3-066,Personal Office,Clean,true,a031700000FTB76AAH,true,Room,BOZ
a031700000FTB77AAH,a0017000006xUxDAAU,BOZ-3-067,Cubicle,Clean,true,a031700000FTB77AAH,true,Room,BOZ
a031700000FTB78AAH,a0017000006xUxDAAU,BOZ-3-068,Kitchen,Unknown,true,a031700000FTB78AAH,true,Room,BOZ
a031700000FTB79AAH,a0017000006xUxDAAU,BOZ-3-069,Personal Office,Unknown,true,a031700000FTB79AAH,true,Room,BOZ
a031700000FTB7AAAX,a0017000006xUxDAAU,BOZ-3-070,Cubicle,Unknown,true,a031700000FTB7AAAX,true,Room,BOZ
a031700000FTB7BAAX,a0017000006xUxDAAU,BOZ-3-071,Cubicle,Unknown,true,a031700000FTB7BAAX,true,Room,BOZ
a031700000FTB7CAAX,a0017000006xUxDAAU,BOZ-3-072,Personal Office,Unknown,true,a031700000FTB7CAAX,true,Room,BOZ
a031700000FTB7DAAX,a0017000006xUxDAAU,BOZ-3-073,Personal Office,Unknown,true,a031700000FTB7DAAX,true,Room,BOZ
a031700000FTB7EAAX,a0017000006xUxDAAU,BOZ-3-074,Cubicle,Unknown,true,a031700000FTB7EAAX,true,Room,BOZ
a031700000FTB7FAAX,a0017000006xUxDAAU,BOZ-3-075,Conference Room,Unknown,true,a031700000FTB7FAAX,true,Room,BOZ
a031700000FTB7GAAX,a0017000006xUxDAAU,BOZ-3-076,Cubicle,Unknown,true,a031700000FTB7GAAX,true,Room,BOZ
a031700000FTB7HAAX,a0017000006xUxDAAU,BOZ-3-077,Cubicle,Clean,true,a031700000FTB7HAAX,true,Room,BOZ
a031700000FTB7IAAX,a0017000006xUxDAAU,BOZ-3-078,Communal Space,Unknown,true,a031700000FTB7IAAX,true,Room,BOZ
a031700000FTB7JAAX,a0017000006xUxDAAU,BOZ-3-079,Cubicle,Clean,true,a031700000FTB7JAAX,true,Room,BOZ
a031700000FTB7KAAX,a0017000006xUxDAAU,BOZ-3-080,Cubicle,Clean,true,a031700000FTB7KAAX,true,Room,BOZ
a031700000FTB7LAAX,a0017000006xUxDAAU,BOZ-3-081,Cubicle,Clean,true,a031700000FTB7LAAX,true,Room,BOZ
a031700000FTB7MAAX,a0017000006xUxDAAU,BOZ-3-082,Cubicle,Clean,true,a031700000FTB7MAAX,true,Room,BOZ
a031700000FTB7NAAX,a0017000006xUxDAAU,BOZ-3-083,Personal Office,Unknown,true,a031700000FTB7NAAX,true,Room,BOZ
a031700000FTB7OAAX,a0017000006xUxDAAU,BOZ-3-084,Communal Space,Clean,true,a031700000FTB7OAAX,true,Room,BOZ
a031700000FTB7PAAX,a0017000006xUxDAAU,BOZ-3-085,Cubicle,Unknown,true,a031700000FTB7PAAX,true,Room,BOZ
a031700000FTB7QAAX,a0017000006xUx7AAE,COL-8-001,Personal Office,Clean,true,a031700000FTB7QAAX,true,Room,COL
a031700000FTB7RAAX,a0017000006xUx7AAE,COL-8-002,Cubicle,Unknown,true,a031700000FTB7RAAX,true,Room,COL
a031700000FTB7SAAX,a0017000006xUx7AAE,COL-8-003,Conference Room,Unknown,true,a031700000FTB7SAAX,true,Room,COL
a031700000FTB7TAAX,a0017000006xUx7AAE,COL-8-004,Personal Office,Clean,true,a031700000FTB7TAAX,true,Room,COL
a031700000FTB7UAAX,a0017000006xUx7AAE,COL-8-005,Personal Office,Clean,true,a031700000FTB7UAAX,true,Room,COL
a031700000FTB7VAAX,a0017000006xUx7AAE,COL-8-006,Cubicle,Clean,true,a031700000FTB7VAAX,true,Room,COL
a031700000FTB7WAAX,a0017000006xUx7AAE,COL-8-007,Conference Room,Unknown,true,a031700000FTB7WAAX,true,Room,COL
a031700000FTB7XAAX,a0017000006xUx7AAE,COL-8-008,Conference Room,Clean,true,a031700000FTB7XAAX,true,Room,COL
a031700000FTB7YAAX,a0017000006xUx7AAE,COL-8-009,Personal Office,Unknown,true,a031700000FTB7YAAX,true,Room,COL
a031700000FTB7ZAAX,a0017000006xUx7AAE,COL-8-010,Cubicle,Unknown,true,a031700000FTB7ZAAX,true,Room,COL
a031700000FTB7aAAH,a0017000006xUx7AAE,COL-8-011,Lavatory,Clean,true,a031700000FTB7aAAH,true,Room,COL
a031700000FTB7bAAH,a0017000006xUx7AAE,COL-8-012,Cubicle,Unknown,true,a031700000FTB7bAAH,true,Room,COL
a031700000FTB7cAAH,a0017000006xUx7AAE,COL-8-013,Closet,Unknown,true,a031700000FTB7cAAH,true,Room,COL
a031700000FTB7dAAH,a0017000006xUx7AAE,COL-8-014,Kitchen,Clean,true,a031700000FTB7dAAH,true,Room,COL
a031700000FTB7eAAH,a0017000006xUx7AAE,COL-8-015,Kitchen,Clean,true,a031700000FTB7eAAH,true,Room,COL
a031700000FTB7fAAH,a0017000006xUx7AAE,COL-8-016,Lavatory,Unknown,true,a031700000FTB7fAAH,true,Room,COL
a031700000FTB7gAAH,a0017000006xUx7AAE,COL-8-017,Personal Office,Clean,true,a031700000FTB7gAAH,true,Room,COL
a031700000FTB7hAAH,a0017000006xUx7AAE,COL-8-018,Cubicle,Clean,true,a031700000FTB7hAAH,true,Room,COL
a031700000FTB7iAAH,a0017000006xUx7AAE,COL-8-019,Kitchen,Unknown,true,a031700000FTB7iAAH,true,Room,COL
a031700000FTB7jAAH,a0017000006xUx7AAE,COL-8-020,Conference Room,Clean,true,a031700000FTB7jAAH,true,Room,COL
a031700000FTB7kAAH,a0017000006xUx7AAE,COL-8-021,Kitchen,Clean,true,a031700000FTB7kAAH,true,Room,COL
a031700000FTB7lAAH,a0017000006xUx7AAE,COL-8-022,Conference Room,Clean,true,a031700000FTB7lAAH,true,Room,COL
a031700000FTB7mAAH,a0017000006xUx7AAE,COL-8-023,Conference Room,Unknown,true,a031700000FTB7mAAH,true,Room,COL
a031700000FTB7nAAH,a0017000006xUx7AAE,COL-8-024,Lavatory,Unknown,true,a031700000FTB7nAAH,true,Room,COL
a031700000FTB7oAAH,a0017000006xUx7AAE,COL-8-025,Kitchen,Clean,true,a031700000FTB7oAAH,true,Room,COL
a031700000FTB7pAAH,a0017000006xUx7AAE,COL-8-026,Cubicle,Clean,true,a031700000FTB7pAAH,true,Room,COL
a031700000FTB7qAAH,a0017000006xUx7AAE,COL-8-027,Cubicle,Clean,true,a031700000FTB7qAAH,true,Room,COL
a031700000FTB7rAAH,a0017000006xUx7AAE,COL-8-028,Personal Office,Unknown,true,a031700000FTB7rAAH,true,Room,COL
a031700000FTB7sAAH,a0017000006xUx7AAE,COL-8-029,Cubicle,Unknown,true,a031700000FTB7sAAH,true,Room,COL
a031700000FTB7tAAH,a0017000006xUx7AAE,COL-8-030,Personal Office,Unknown,true,a031700000FTB7tAAH,true,Room,COL
a031700000FTB7uAAH,a0017000006xUx7AAE,COL-8-031,Cubicle,Unknown,true,a031700000FTB7uAAH,true,Room,COL
a031700000FTB7vAAH,a0017000006xUx7AAE,COL-8-032,Personal Office,Clean,true,a031700000FTB7vAAH,true,Room,COL
a031700000FTB7wAAH,a0017000006xUx7AAE,COL-8-033,Cubicle,Unknown,true,a031700000FTB7wAAH,true,Room,COL
a031700000FTB7xAAH,a0017000006xUx7AAE,COL-8-034,Cubicle,Unknown,true,a031700000FTB7xAAH,true,Room,COL
a031700000FTB7yAAH,a0017000006xUx7AAE,COL-8-035,Kitchen,Clean,true,a031700000FTB7yAAH,true,Room,COL
a031700000FTB7zAAH,a0017000006xUx7AAE,COL-8-036,Lavatory,Unknown,true,a031700000FTB7zAAH,true,Room,COL
a031700000FTB80AAH,a0017000006xUx7AAE,COL-8-037,Conference Room,Clean,true,a031700000FTB80AAH,true,Room,COL
a031700000FTB81AAH,a0017000006xUx7AAE,COL-8-038,Cubicle,Unknown,true,a031700000FTB81AAH,true,Room,COL
a031700000FTB82AAH,a0017000006xUx7AAE,COL-8-039,Personal Office,Clean,true,a031700000FTB82AAH,true,Room,COL
a031700000FTB83AAH,a0017000006xUx7AAE,COL-8-040,Closet,Clean,true,a031700000FTB83AAH,true,Room,COL
a031700000FTB84AAH,a0017000006xUx7AAE,COL-8-041,Personal Office,Unknown,true,a031700000FTB84AAH,true,Room,COL
a031700000FTB85AAH,a0017000006xUx7AAE,COL-8-042,Closet,Clean,true,a031700000FTB85AAH,true,Room,COL
a031700000FTB86AAH,a0017000006xUx7AAE,COL-8-043,Cubicle,Unknown,true,a031700000FTB86AAH,true,Room,COL
a031700000FTB87AAH,a0017000006xUx7AAE,COL-8-044,Closet,Clean,true,a031700000FTB87AAH,true,Room,COL
a031700000FTB88AAH,a0017000006xUx7AAE,COL-8-045,Cubicle,Unknown,true,a031700000FTB88AAH,true,Room,COL
a031700000FTB89AAH,a0017000006xUx7AAE,COL-8-046,Communal Space,Clean,true,a031700000FTB89AAH,true,Room,COL
a031700000FTB8AAAX,a0017000006xUx7AAE,COL-8-047,Closet,Unknown,true,a031700000FTB8AAAX,true,Room,COL
a031700000FTB8BAAX,a0017000006xUx7AAE,COL-8-048,Cubicle,Unknown,true,a031700000FTB8BAAX,true,Room,COL
a031700000FTB8CAAX,a0017000006xUx7AAE,COL-8-049,Cubicle,Unknown,true,a031700000FTB8CAAX,true,Room,COL
a031700000FTB8DAAX,a0017000006xUx7AAE,COL-8-050,Conference Room,Clean,true,a031700000FTB8DAAX,true,Room,COL
a031700000FTB8EAAX,a0017000006xUx7AAE,COL-8-051,Personal Office,Unknown,true,a031700000FTB8EAAX,true,Room,COL
a031700000FTB8FAAX,a0017000006xUx7AAE,COL-8-052,Cubicle,Clean,true,a031700000FTB8FAAX,true,Room,COL
a031700000FTB8GAAX,a0017000006xUx7AAE,COL-8-053,Cubicle,Clean,true,a031700000FTB8GAAX,true,Room,COL
a031700000FTB8HAAX,a0017000006xUx7AAE,COL-8-054,Conference Room,Clean,true,a031700000FTB8HAAX,true,Room,COL
a031700000FTB8IAAX,a0017000006xUx7AAE,COL-8-055,Personal Office,Unknown,true,a031700000FTB8IAAX,true,Room,COL
a031700000FTB8JAAX,a0017000006xUx7AAE,COL-8-056,Cubicle,Unknown,true,a031700000FTB8JAAX,true,Room,COL
a031700000FTB8KAAX,a0017000006xUx7AAE,COL-8-057,Cubicle,Unknown,true,a031700000FTB8KAAX,true,Room,COL
a031700000FTB8LAAX,a0017000006xUx7AAE,COL-8-058,Cubicle,Clean,true,a031700000FTB8LAAX,true,Room,COL
a031700000FTB8MAAX,a0017000006xUx7AAE,COL-8-059,Cubicle,Unknown,true,a031700000FTB8MAAX,true,Room,COL
